eref	gender	d0	d1	d2	d3	d4	d5	d6	d7	d8	d9	d10	d11	allages
STRONGYLOIDIASIS	M	0.0	0.0	0.0	0.0	0.0	7.0E-7	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	1.4E-6
STRONGYLOIDIASIS	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	4.0E-7	0.0	4.0E-7	0.0	0.0	2.1E-6
STUTTERING	M	3.6E-6	7.0E-7	4.0E-7	1.1E-6	7.0E-7	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	7.1E-6
STUTTERING	F	7.0E-7	0.0	0.0	7.0E-7	0.0	4.0E-7	7.0E-7	7.0E-7	0.0	0.0	0.0	0.0	3.2E-6
SUBACUTE_COMBINED_DEGENERATION_OF_SPINAL_CORD	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
SUBACUTE_COMBINED_DEGENERATION_OF_SPINAL_CORD	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	4.0E-7	0.0	0.0	1.1E-6
SUBACUTE_GRANULOMATOUS_THYROIDITIS	M	0.0	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	1.8E-6
SUBACUTE_GRANULOMATOUS_THYROIDITIS	F	0.0	0.0	1.1E-6	1.1E-6	7.0E-7	7.0E-7	4.0E-7	1.1E-6	0.0	0.0	0.0	0.0	5.0E-6
SUBARACHNOID_HEMORRHAGE	M	7.0E-7	4.0E-7	1.4E-6	4.0E-7	2.5E-6	3.6E-6	3.6E-6	5.7E-6	5.7E-6	1.1E-6	4.0E-7	0.0	2.49E-5
SUBARACHNOID_HEMORRHAGE	F	4.0E-7	7.0E-7	7.0E-7	1.1E-6	2.8E-6	2.5E-6	6.1E-6	7.8E-6	6.1E-6	2.1E-6	0.0	0.0	2.99E-5
SUBCLAVIAN_ARTERY	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	7.0E-7
SUBCLAVIAN_ARTERY	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
SUBCLAVIAN_STEAL	M	0.0	0.0	0.0	0.0	0.0	0.0	2.8E-6	3.2E-6	7.0E-7	0.0	0.0	0.0	6.8E-6
SUBCLAVIAN_STEAL	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	2.8E-6	3.9E-6	1.8E-6	4.0E-7	0.0	0.0	9.6E-6
SUBCLAVIAN_VEIN	F	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
SUBDURAL_HEMATOMA	M	1.1E-6	4.0E-7	1.8E-6	7.0E-7	7.0E-7	3.6E-6	4.6E-6	1.1E-5	1.32E-5	2.1E-6	0.0	0.0	3.78E-5
SUBDURAL_HEMATOMA	F	4.0E-7	4.0E-7	0.0	7.0E-7	1.1E-6	2.5E-6	3.2E-6	1.03E-5	1.03E-5	2.5E-6	0.0	0.0	3.13E-5
SUBSTANCE_ABUSE	M	7.0E-7	1.18E-5	1.108E-4	1.457E-4	2.312E-4	3.267E-4	3.47E-4	2.455E-4	6.77E-5	6.8E-6	0.0	0.0	0.0014937
SUBSTANCE_ABUSE	F	1.8E-6	1.57E-5	1.179E-4	1.71E-4	2.64E-4	3.21E-4	3.566E-4	2.227E-4	6.73E-5	4.6E-6	0.0	0.0	0.0015415
SUBSTANCE_WITHDRAWAL	M	1.4E-6	7.0E-7	4.3E-6	3.9E-6	9.6E-6	8.5E-6	1.03E-5	7.8E-6	1.1E-6	4.0E-7	0.0	0.0	4.27E-5
SUBSTANCE_WITHDRAWAL	F	0.0	1.1E-6	2.8E-6	1.8E-6	6.1E-6	6.4E-6	4.3E-6	2.8E-6	2.5E-6	4.0E-7	0.0	0.0	2.78E-5
SUBTROCHANTERIC_FRACTURE	M	0.0	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	7.0E-7	2.5E-6	1.1E-6	4.0E-7	0.0	0.0	6.1E-6
SUBTROCHANTERIC_FRACTURE	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	2.5E-6	3.6E-6	4.3E-6	3.2E-6	0.0	0.0	1.39E-5
SUDDEN_INFANT_DEATH_SYNDROME	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1E-6	4.0E-7	0.0	0.0	0.0	1.4E-6
SUICIDE	M	0.0	4.0E-7	4.0E-7	0.0	4.0E-7	4.0E-7	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	1.1E-6
SUICIDE	F	0.0	7.0E-7	4.0E-7	4.0E-7	7.0E-7	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	1.1E-6
SULFA_ALLERGY	M	1.1E-6	7.0E-7	2.5E-6	0.0	1.4E-6	6.1E-6	1.14E-5	1.03E-5	6.8E-6	4.0E-7	0.0	0.0	4.06E-5
SULFA_ALLERGY	F	7.0E-7	3.6E-6	6.4E-6	1.39E-5	1.82E-5	2.53E-5	3.7E-5	3.56E-5	1.35E-5	3.9E-6	4.0E-7	0.0	1.585E-4
SUNBURN	M	1.8E-6	2.8E-6	2.1E-6	2.1E-6	2.5E-6	1.4E-6	2.1E-6	4.6E-6	1.8E-6	4.0E-7	0.0	0.0	2.17E-5
SUNBURN	F	1.4E-6	3.2E-6	3.2E-6	2.5E-6	2.8E-6	1.4E-6	1.8E-6	2.5E-6	1.4E-6	7.0E-7	0.0	0.0	2.1E-5
SUPERFICIAL_INJURY	M	4.6E-5	1.89E-5	9.3E-6	7.5E-6	8.2E-6	1.32E-5	1.42E-5	1.5E-5	1.5E-5	4.6E-6	4.0E-7	0.0	1.379E-4
SUPERFICIAL_INJURY	F	4.03E-5	1.96E-5	1.03E-5	1.14E-5	2.03E-5	1.85E-5	2.14E-5	1.82E-5	1.28E-5	5.7E-6	7.0E-7	0.0	1.692E-4
SUPERIOR_VENA_CAVA	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
SUPERIOR_VENA_CAVA	F	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
SURGERY	M	2.244E-4	4.03E-5	2.42E-5	1.71E-5	2.64E-5	3.92E-5	6.55E-5	7.69E-5	5.84E-5	1.6E-5	4.0E-7	0.0	3.698E-4
SURGERY	F	4.3E-6	3.06E-5	2.71E-5	1.09E-4	2.92E-5	6.13E-5	8.83E-5	1.222E-4	1.015E-4	2.49E-5	3.2E-6	0.0	5.137E-4
SURGICAL_PROCEDURE	M	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
SWAN_NECK_DEFORMITY	M	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.1E-6
SWAN_NECK_DEFORMITY	F	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	0.0	7.0E-7
SWIMMER^S_EAR	M	6.4E-6	9.3E-6	1.1E-6	1.8E-6	2.1E-6	2.1E-6	4.3E-6	3.2E-6	1.1E-6	0.0	0.0	0.0	3.13E-5
SWIMMER^S_EAR	F	8.2E-6	1.07E-5	2.8E-6	1.4E-6	2.1E-6	2.8E-6	2.5E-6	1.4E-6	1.8E-6	4.0E-7	0.0	0.0	3.42E-5
SYMPATHOLYTIC	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
SYMPATHOMIMETIC	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	4.0E-7
SYNCOPE	M	3.9E-6	3.53E-5	2.32E-5	3.53E-5	5.17E-5	7.69E-5	1.453E-4	1.852E-4	1.443E-4	3.24E-5	7.0E-7	0.0	7.342E-4
SYNCOPE	F	6.4E-6	5.31E-5	6.55E-5	5.77E-5	7.73E-5	1.04E-4	1.639E-4	2.07E-4	2.002E-4	4.92E-5	2.8E-6	0.0	9.872E-4
SYNDACTYLY	M	1.1E-6	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4E-6
SYNDACTYLY	F	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	4.0E-7
SYNDROME	M	3.28E-5	1.82E-5	6.77E-5	2.679E-4	6.918E-4	0.0011418	0.001746	0.0016537	6.957E-4	9.83E-5	1.1E-6	0.0	0.0063789
SYNDROME	F	2.56E-5	1.99E-5	7.62E-5	2.287E-4	5.953E-4	0.0011346	0.0019907	0.0019693	9.9E-4	1.66E-4	3.6E-6	0.0	0.007173
SYNECHIAE	F	0.0	4.0E-7	4.0E-7	5.3E-6	3.9E-6	7.0E-7	4.0E-7	7.0E-7	1.4E-6	4.0E-7	0.0	0.0	1.14E-5
SYNOSTOSIS	M	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
SYNOVIAL_CYST	M	4.0E-7	2.8E-6	1.4E-6	4.6E-6	8.9E-6	1.64E-5	1.46E-5	9.6E-6	3.9E-6	7.0E-7	0.0	0.0	6.27E-5
SYNOVIAL_CYST	F	7.0E-7	2.8E-6	1.8E-6	4.3E-6	1.32E-5	2.99E-5	3.31E-5	2.14E-5	1.39E-5	2.8E-6	0.0	0.0	1.24E-4
SYNOVITIS	M	3.6E-6	5.3E-6	5.3E-6	8.5E-6	1.6E-5	2.21E-5	2.46E-5	1.64E-5	7.1E-6	1.1E-6	0.0	0.0	1.058E-4
SYNOVITIS	F	7.0E-7	5.0E-6	7.8E-6	1.46E-5	2.24E-5	3.17E-5	3.56E-5	2.78E-5	1.42E-5	1.1E-6	4.0E-7	0.0	1.475E-4
SYPHILIS	M	4.0E-7	0.0	4.0E-7	7.0E-7	1.8E-6	1.1E-6	1.1E-6	1.1E-6	1.1E-6	4.0E-7	0.0	0.0	6.8E-6
SYPHILIS	F	4.0E-7	7.0E-7	1.4E-6	1.4E-6	2.5E-6	7.0E-7	7.0E-7	1.1E-6	7.0E-7	7.0E-7	0.0	0.0	8.9E-6
SYPHILITIC_PARKINSONISM	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
SYRINGOMYELIA	M	0.0	7.0E-7	7.0E-7	4.0E-7	1.1E-6	1.1E-6	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	5.0E-6
SYRINGOMYELIA	F	0.0	1.1E-6	7.0E-7	7.0E-7	7.0E-7	1.8E-6	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	6.1E-6
SYSTEMIC_INFLAMMATORY_RESPONSE_SYNDROME	M	0.0	4.0E-7	0.0	7.0E-7	7.0E-7	1.8E-6	2.5E-6	4.6E-6	2.8E-6	0.0	0.0	0.0	1.35E-5
SYSTEMIC_INFLAMMATORY_RESPONSE_SYNDROME	F	0.0	4.0E-7	4.0E-7	7.0E-7	0.0	1.8E-6	2.5E-6	2.8E-6	1.8E-6	1.4E-6	0.0	0.0	1.14E-5
SYSTEMIC_LUPUS_ERYTHEMATOSUS	M	0.0	4.0E-7	1.1E-6	1.8E-6	5.0E-6	5.3E-6	6.1E-6	3.9E-6	2.1E-6	0.0	0.0	0.0	2.56E-5
SYSTEMIC_LUPUS_ERYTHEMATOSUS	F	0.0	1.1E-6	5.0E-6	1.35E-5	2.99E-5	4.2E-5	3.31E-5	1.46E-5	8.2E-6	1.4E-6	0.0	0.0	1.489E-4
TABES_DORSALIS	M	0.0	0.0	0.0	0.0	7.0E-7	1.4E-6	1.8E-6	3.6E-6	1.1E-6	4.0E-7	0.0	0.0	8.9E-6
TABES_DORSALIS	F	0.0	0.0	0.0	4.0E-7	1.1E-6	1.1E-6	3.6E-6	1.4E-6	1.1E-6	0.0	0.0	0.0	8.5E-6
TACHYARRHYTHMIA	M	7.5E-6	1.28E-5	1.99E-5	2.07E-5	3.13E-5	7.16E-5	2.177E-4	3.762E-4	2.9E-4	7.41E-5	7.0E-7	0.0	0.0010588
TACHYARRHYTHMIA	F	9.3E-6	1.67E-5	3.6E-5	5.31E-5	6.52E-5	7.73E-5	1.607E-4	2.946E-4	3.078E-4	9.58E-5	5.3E-6	0.0	9.369E-4
TACHYPNEA	M	1.82E-5	1.4E-6	4.0E-7	2.1E-6	2.5E-6	2.1E-6	4.3E-6	6.1E-6	6.1E-6	1.4E-6	0.0	0.0	3.31E-5
TACHYPNEA	F	1.28E-5	1.1E-6	2.1E-6	2.1E-6	2.1E-6	2.1E-6	7.1E-6	8.9E-6	6.1E-6	1.8E-6	0.0	0.0	3.92E-5
TAENIA	M	4.0E-7	0.0	4.0E-7	0.0	7.0E-7	0.0	1.1E-6	1.4E-6	7.0E-7	4.0E-7	0.0	0.0	5.0E-6
TAENIA	F	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	4.0E-7	7.0E-7	7.0E-7	0.0	0.0	0.0	2.5E-6
TAENIA_SAGINATUS	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
TAENIA_SAGINATUS	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	7.0E-7	0.0	0.0	0.0	0.0	1.1E-6
TAENIA_SOLIUM	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
TAKAYASU^S_ARTERITIS	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
TALIPES_VALGUS	M	1.4E-6	1.1E-6	4.0E-7	0.0	1.1E-6	1.1E-6	7.0E-7	7.0E-7	0.0	0.0	0.0	0.0	6.4E-6
TALIPES_VALGUS	F	1.4E-6	2.8E-6	7.0E-7	4.0E-7	7.0E-7	2.8E-6	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	1.0E-5
TARSAL_TUNNEL_SYNDROME	M	0.0	7.0E-7	2.1E-6	1.8E-6	2.1E-6	2.8E-6	2.5E-6	2.5E-6	7.0E-7	0.0	0.0	0.0	1.53E-5
TARSAL_TUNNEL_SYNDROME	F	0.0	4.0E-7	1.4E-6	2.8E-6	7.1E-6	7.5E-6	7.1E-6	6.4E-6	1.1E-6	0.0	0.0	0.0	3.38E-5
TELANGIECTASIA	M	0.0	0.0	0.0	4.0E-7	0.0	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.4E-6
TELANGIECTASIA	F	0.0	0.0	0.0	7.0E-7	4.0E-7	4.0E-7	7.0E-7	4.0E-7	1.1E-6	4.0E-7	0.0	0.0	3.9E-6
TELOGEN_EFFLUVIUM	M	0.0	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	1.8E-6
TELOGEN_EFFLUVIUM	F	0.0	7.0E-7	2.1E-6	4.6E-6	3.6E-6	1.8E-6	2.5E-6	2.5E-6	2.1E-6	0.0	0.0	0.0	1.99E-5
TEMPORAL_ARTERITIS	M	0.0	0.0	0.0	0.0	7.0E-7	1.8E-6	1.8E-6	5.7E-6	2.5E-6	0.0	0.0	0.0	1.25E-5
TEMPORAL_ARTERITIS	F	0.0	0.0	0.0	0.0	1.4E-6	2.8E-6	9.6E-6	1.46E-5	9.3E-6	1.4E-6	0.0	0.0	3.92E-5
TEMPOROMANDIBULAR_JOINT_SYNDROME	M	4.0E-7	2.5E-6	4.3E-6	8.2E-6	8.5E-6	8.9E-6	8.5E-6	5.7E-6	1.4E-6	4.0E-7	0.0	0.0	4.84E-5
TEMPOROMANDIBULAR_JOINT_SYNDROME	F	7.0E-7	6.1E-6	1.28E-5	2.46E-5	1.92E-5	2.32E-5	2.35E-5	1.89E-5	8.2E-6	4.0E-7	0.0	0.0	1.375E-4
TENDONITIS	M	1.1E-6	2.03E-5	7.5E-6	1.0E-5	1.35E-5	1.89E-5	1.75E-5	1.14E-5	3.2E-6	7.0E-7	0.0	0.0	8.69E-5
TENDONITIS	F	4.0E-7	1.0E-5	5.3E-6	1.07E-5	1.71E-5	2.67E-5	2.81E-5	2.49E-5	6.8E-6	1.1E-6	0.0	0.0	1.254E-4
TENOSYNOVITIS	M	3.6E-6	5.3E-6	5.3E-6	8.5E-6	1.6E-5	2.21E-5	2.46E-5	1.64E-5	7.1E-6	1.1E-6	0.0	0.0	1.058E-4
TENOSYNOVITIS	F	7.0E-7	5.0E-6	7.8E-6	1.46E-5	2.24E-5	3.17E-5	3.56E-5	2.78E-5	1.42E-5	1.1E-6	4.0E-7	0.0	1.475E-4
TENSION_HEADACHE	M	1.4E-6	6.1E-6	6.4E-6	1.57E-5	1.96E-5	1.39E-5	1.28E-5	8.5E-6	3.2E-6	4.0E-7	0.0	0.0	8.8E-5
TENSION_HEADACHE	F	1.1E-6	1.64E-5	3.81E-5	4.2E-5	4.84E-5	4.45E-5	2.99E-5	2.03E-5	1.0E-5	1.4E-6	0.0	0.0	2.522E-4
TENSION_PNEUMOTHORAX	M	0.0	7.0E-7	4.0E-7	0.0	0.0	0.0	1.1E-6	4.0E-7	1.1E-6	0.0	0.0	0.0	3.6E-6
TENSION_PNEUMOTHORAX	F	0.0	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	1.4E-6	1.1E-6	1.8E-6	0.0	0.0	0.0	5.3E-6
TESTICULAR_CANCER	M	0.0	4.0E-7	1.1E-6	1.8E-6	5.7E-6	4.6E-6	1.8E-6	1.1E-6	2.1E-6	4.0E-7	0.0	0.0	1.85E-5
TESTICULAR_CANCER	F	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	0.0	0.0	0.0	1.4E-6
TETANUS	M	0.0	0.0	7.0E-7	0.0	0.0	7.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	2.5E-6
TETANUS	F	0.0	0.0	0.0	4.0E-7	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	1.1E-6
TETANY	M	0.0	0.0	4.0E-7	7.0E-7	4.0E-7	0.0	4.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	2.8E-6
TETANY	F	0.0	0.0	0.0	7.0E-7	1.1E-6	1.1E-6	7.0E-7	7.0E-7	7.0E-7	4.0E-7	0.0	0.0	5.3E-6
TETRALOGY_OF_FALLOT	M	1.1E-6	0.0	1.1E-6	4.0E-7	4.0E-7	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	3.6E-6
TETRALOGY_OF_FALLOT	F	1.4E-6	1.1E-6	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2E-6
THALASSEMIA	M	4.0E-7	4.0E-7	7.0E-7	7.0E-7	7.0E-7	1.4E-6	7.0E-7	1.4E-6	7.0E-7	4.0E-7	0.0	0.0	6.8E-6
THALASSEMIA	F	7.0E-7	7.0E-7	7.0E-7	2.8E-6	1.8E-6	2.5E-6	3.9E-6	3.2E-6	1.4E-6	7.0E-7	0.0	0.0	1.85E-5
THIAMINE_DEFICIENCY	M	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	4.0E-7	1.4E-6	1.4E-6	4.0E-7	0.0	0.0	4.3E-6
THIAMINE_DEFICIENCY	F	0.0	0.0	0.0	0.0	0.0	7.0E-7	1.8E-6	1.4E-6	4.0E-7	0.0	0.0	0.0	4.3E-6
THIRST	F	0.0	0.0	0.0	0.0	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	1.1E-6
THORACIC_AORTA	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
THORACIC_AORTA	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
THORACIC_TRAUMA	M	4.0E-7	0.0	0.0	7.0E-7	4.0E-7	4.0E-7	7.0E-7	1.1E-6	4.0E-7	4.0E-7	0.0	0.0	2.8E-6
THORACIC_TRAUMA	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	4.0E-7	7.0E-7	4.0E-7	0.0	0.0	1.8E-6
THORACOTOMY	M	0.0	0.0	4.0E-7	7.0E-7	7.0E-7	7.0E-7	2.5E-6	1.4E-6	4.0E-7	0.0	0.0	0.0	6.8E-6
THORACOTOMY	F	4.0E-7	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	2.5E-6	3.2E-6	0.0	0.0	0.0	0.0	7.5E-6
THREATENED_MISCARRIAGE	F	0.0	3.9E-6	7.91E-5	1.165E-4	2.32E-5	4.0E-7	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	2.23E-4
THROMBOANGIITIS_OBLITERANS	M	0.0	0.0	0.0	7.0E-7	0.0	0.0	1.1E-6	2.8E-6	0.0	4.0E-7	0.0	0.0	5.0E-6
THROMBOANGIITIS_OBLITERANS	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8E-6	4.0E-7	0.0	0.0	0.0	2.1E-6
THROMBOCYTOPENIA	M	3.9E-6	2.1E-6	3.6E-6	5.3E-6	1.57E-5	3.42E-5	5.38E-5	8.44E-5	5.38E-5	1.46E-5	7.0E-7	0.0	2.722E-4
THROMBOCYTOPENIA	F	3.2E-6	5.3E-6	8.2E-6	1.78E-5	1.78E-5	2.46E-5	4.7E-5	5.31E-5	3.99E-5	1.21E-5	4.0E-7	0.0	2.294E-4
THROMBOCYTOSIS	M	4.0E-7	4.0E-7	0.0	4.0E-7	4.0E-7	4.3E-6	6.4E-6	1.03E-5	3.2E-6	4.0E-7	0.0	0.0	2.6E-5
THROMBOCYTOSIS	F	7.0E-7	4.0E-7	7.0E-7	3.2E-6	2.8E-6	7.5E-6	7.5E-6	1.03E-5	9.3E-6	4.0E-7	0.0	0.0	4.27E-5
THROMBOPHLEBITIS	M	4.0E-7	7.0E-7	7.0E-7	1.4E-6	6.1E-6	8.9E-6	1.5E-5	1.89E-5	1.32E-5	2.5E-6	0.0	0.0	6.45E-5
THROMBOPHLEBITIS	F	0.0	4.0E-7	1.1E-6	3.2E-6	7.5E-6	9.6E-6	1.82E-5	2.1E-5	2.39E-5	2.8E-6	4.0E-7	0.0	8.48E-5
THROMBOPHLEBITIS_MIGRANS	F	0.0	0.0	0.0	0.0	0.0	0.0	1.1E-6	0.0	0.0	0.0	0.0	0.0	1.1E-6
THROMBOSIS	M	1.1E-6	7.0E-7	7.0E-7	3.6E-6	1.25E-5	2.67E-5	3.81E-5	4.35E-5	2.42E-5	3.6E-6	4.0E-7	0.0	1.525E-4
THROMBOSIS	F	4.0E-7	7.0E-7	3.6E-6	8.2E-6	1.28E-5	2.07E-5	3.99E-5	5.66E-5	4.74E-5	1.5E-5	1.4E-6	0.0	2.056E-4
THROMBOTIC_MICROANGIOPATHY	M	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	7.0E-7
THROMBOTIC_MICROANGIOPATHY	F	0.0	0.0	0.0	0.0	0.0	7.0E-7	4.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	2.1E-6
THUNDERCLAP_HEADACHE	F	0.0	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
THYMIC_NEOPLASM	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	4.0E-7
THYMIC_NEOPLASM	F	0.0	0.0	4.0E-7	4.0E-7	0.0	4.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	2.1E-6
THYROID_CARCINOMA	M	0.0	0.0	0.0	4.0E-7	2.8E-6	2.5E-6	5.7E-6	3.6E-6	1.1E-6	0.0	0.0	0.0	1.6E-5
THYROID_CARCINOMA	F	0.0	7.0E-7	7.0E-7	6.8E-6	1.21E-5	1.32E-5	1.35E-5	8.9E-6	3.6E-6	4.0E-7	0.0	0.0	5.98E-5
THYROID_DISEASE	M	5.3E-6	1.14E-5	2.71E-5	5.06E-5	1.147E-4	1.863E-4	3.071E-4	3.623E-4	2.33E-4	4.45E-5	1.1E-6	0.0	0.0013434
THYROID_DISEASE	F	5.0E-6	2.1E-5	1.001E-4	2.483E-4	4.118E-4	6.035E-4	9.099E-4	9.433E-4	5.675E-4	1.19E-4	5.3E-6	0.0	0.0039347
THYROID_FUNCTION_TEST	M	1.4E-6	2.1E-6	2.1E-6	5.0E-6	3.2E-6	7.1E-6	1.03E-5	1.32E-5	5.3E-6	1.8E-6	0.0	0.0	5.17E-5
THYROID_FUNCTION_TEST	F	2.1E-6	1.1E-6	8.2E-6	1.78E-5	2.03E-5	2.17E-5	2.49E-5	2.32E-5	9.6E-6	2.5E-6	0.0	0.0	1.315E-4
THYROID_NEOPLASM	M	0.0	0.0	4.0E-7	1.1E-6	4.0E-7	3.2E-6	5.0E-6	2.8E-6	7.0E-7	4.0E-7	0.0	0.0	1.39E-5
THYROID_NEOPLASM	F	0.0	4.0E-7	1.8E-6	7.5E-6	8.5E-6	1.14E-5	1.14E-5	9.6E-6	6.4E-6	0.0	0.0	0.0	5.7E-5
THYROID_NODULE	M	4.0E-7	0.0	1.4E-6	3.6E-6	1.1E-5	1.21E-5	2.03E-5	2.35E-5	1.07E-5	1.8E-6	0.0	0.0	8.48E-5
THYROID_NODULE	F	4.0E-7	4.3E-6	1.57E-5	3.74E-5	5.63E-5	8.05E-5	9.62E-5	7.87E-5	3.38E-5	4.3E-6	0.0	0.0	4.075E-4
THYROID_STORM	M	4.0E-7	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	7.0E-7	7.0E-7	0.0	0.0	0.0	0.0	2.5E-6
THYROID_STORM	F	0.0	4.0E-7	4.0E-7	1.8E-6	7.0E-7	1.8E-6	1.8E-6	2.8E-6	7.0E-7	7.0E-7	0.0	0.0	7.8E-6
THYROIDITIS	M	0.0	1.1E-6	7.0E-7	1.4E-6	2.1E-6	2.5E-6	2.8E-6	3.6E-6	1.4E-6	4.0E-7	0.0	0.0	1.6E-5
THYROIDITIS	F	4.0E-7	1.4E-6	5.7E-6	9.6E-6	8.9E-6	1.18E-5	8.2E-6	7.1E-6	5.0E-6	1.1E-6	4.0E-7	0.0	5.91E-5
THYROTOXICOSIS	M	4.0E-7	1.4E-6	2.1E-6	6.4E-6	1.32E-5	1.96E-5	3.03E-5	2.46E-5	1.64E-5	2.1E-6	0.0	0.0	1.165E-4
THYROTOXICOSIS	F	1.1E-6	2.5E-6	1.71E-5	3.28E-5	3.88E-5	5.91E-5	7.16E-5	7.59E-5	4.13E-5	1.14E-5	0.0	0.0	3.516E-4
TIC_DISORDER	M	5.0E-6	5.3E-6	1.1E-6	4.0E-7	7.0E-7	1.1E-6	4.0E-7	4.0E-7	1.1E-6	0.0	0.0	0.0	1.53E-5
TIC_DISORDER	F	3.2E-6	4.3E-6	4.0E-7	0.0	4.0E-7	4.0E-7	1.1E-6	4.0E-7	1.1E-6	0.0	0.0	0.0	1.07E-5
TICK_BORNE_INFECTION	M	1.1E-6	1.1E-6	1.1E-6	7.0E-7	2.1E-6	1.4E-6	2.5E-6	5.0E-6	1.1E-6	0.0	0.0	0.0	1.5E-5
TICK_BORNE_INFECTION	F	1.1E-6	2.5E-6	4.0E-7	1.8E-6	2.8E-6	2.8E-6	2.1E-6	2.5E-6	7.0E-7	0.0	0.0	0.0	1.67E-5
