symptom	name	labs	labNames
STEATOHEPATITIS	non-alcoholic steatohepatitis (NASH)	(ASPARTATE_AMINOTRANSFERASE_IN_SERUM ALANINE_AMINOTRANSFERASE_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM)	(aspartate aminotransferase (AST) in serum (SGOT) alanine aminotransferase (ALT) in serum (SGPT) alkaline phosphatase (ALP) in serum)
FASCIITIS	fasciitis	(COMPLETE_BLOOD_COUNT)	(complete blood count (CBC))
NECROTIZING_FASCIITIS	necrotizing fasciitis	(COMPLETE_BLOOD_COUNT BLOOD_CULTURE)	(complete blood count (CBC) blood culture)
GAS_GANGRENE	gas gangrene (anaerobic cellulitis)	(COMPLETE_BLOOD_COUNT)	(complete blood count (CBC))
ACUTE_SINUSITIS	acute sinusitis	(CULTURE)	(culture)
ACUTE_INTERSTITIAL_NEPHRITIS	acute interstitial nephritis	(URINALYSIS LEUKOCYTE_CAST CREATININE_IN_SERUM/PLASMA UREA_NITROGEN_IN_SERUM/PLASMA)	(urinalysis (UA) leukocyte cast (WBC cast) creatinine in serum/plasma urea nitrogen in serum/plasma)
ACUTE_PANCREATITIS	acute pancreatitis	(AMYLASE_IN_SERUM LIPASE_IN_SERUM COMPLETE_BLOOD_COUNT GLUCOSE_IN_SERUM/PLASMA ELECTROLYTE_PANEL LIVER_FUNCTION_TEST ALANINE_AMINOTRANSFERASE_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM CREATININE_IN_SERUM/PLASMA CALCIUM_IN_SERUM/PLASMA ARTERIAL_BLOOD_GAS PROTEIN_TOTAL_IN_SERUM)	(amylase in serum lipase in serum complete blood count (CBC) glucose in serum/plasma electrolyte panel liver (function) tests (LFT, liver panel, hepatic function panel) alanine aminotransferase (ALT) in serum (SGPT) lactate dehydrogenase (LDH) in serum creatinine in serum/plasma calcium (Ca+2) in serum/plasma/blood arterial blood gas (ABG) protein (total) in serum)
ACUTE_URIC_ACID_NEPHROPATHY	acute uric acid nephropathy	(URIC_ACID_IN_SERUM 24_HOUR_URINE_URIC_ACID URIC_ACID/CREATININE_IN_URINE URIC_ACID_IN_URINE)	(uric acid in serum 24 hour urine uric acid uric acid (urate)/creatinine in urine uric acid in urine)
GALLSTONE_PANCREATITIS	gallstone pancreatitis	(GAMMA_GLUTAMYLTRANSFERASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM BILIRUBIN_DIRECT_IN_SERUM/PLASMA)	(gamma-glutamyltransferase (GGT) in serum bilirubin (total) in serum (TBIL) bilirubin direct in serum/plasma)
CHRONIC_PANCREATITIS	chronic pancreatitis	(BENTIROMIDE_TEST FAT_IN_FECES DNA_TESTING CYSTIC_FIBROSIS_GENOTYPING SOUTHERN_BLOT POLYMERASE_CHAIN_REACTION)	(bentiromide (PABA or Chymex) test fat in feces DNA (genetic) testing cystic fibrosis (CFTR) genotyping southern blot polymerase chain reaction (PCR))
AUTOIMMUNE_PANCREATITIS	autoimmune pancreatitis	(IGG4_IN_SERUM CANCER_ANTIGEN_CA_19_9_IN_SERUM)	(IgG4 in serum cancer antigen CA 19-9 (carbohydrate antigen 19-9) in serum)
HEMOLYTIC_DISEASE_OF_THE_NEWBORN	hemolytic disease of the newborn	(BLOOD_TYPE)	(blood type)
ERYTHROBLASTOSIS_FETALIS	erythroblastosis fetalis	(BLOOD_TYPE COMPLETE_BLOOD_COUNT BILIRUBIN_TOTAL_IN_SERUM)	(blood type complete blood count (CBC) bilirubin (total) in serum (TBIL))
THALASSEMIA	thalassemia	(COMPLETE_BLOOD_COUNT RED_BLOOD_CELL_COUNT RED_CELL_DISTRIBUTION_WIDTH MEAN_CORPUSCULAR_VOLUME PERIPHERAL_BLOOD_SMEAR HEMOGLOBIN_ELECTROPHORESIS)	(complete blood count (CBC) red blood cell count (RBC) red cell distribution width (RDW) mean corpuscular volume (MCV) peripheral blood smear hemoglobin electrophoresis)
HEMOGLOBIN_SC_DISEASE	hemoglobin SC disease	(HEMOGLOBIN_ELECTROPHORESIS HEMOGLOBIN_GENOTYPING)	(hemoglobin electrophoresis hemoglobin genotyping)
SICKLE_CELL_DISEASE	sickle cell (hemoglobin SS) disease	(COMPLETE_BLOOD_COUNT PERIPHERAL_BLOOD_SMEAR RETICULOCYTE_COUNT HEMOGLOBIN_ELECTROPHORESIS SICKLE_CELL_DISEASE_GENOTYPING URINALYSIS)	(complete blood count (CBC) peripheral blood smear reticulocyte count hemoglobin electrophoresis sickle cell disease genotyping urinalysis (UA))
SICKLE_CELL_DISEASE_DURING_PREGNANCY	sickle cell disease during pregnancy	(URINALYSIS PROTEIN_IN_URINE RENAL_FUNCTION_TEST LIVER_FUNCTION_TEST IRON_STUDIES TYPE&SCREEN ERYTHROCYTE_ANTIBODY)	(urinalysis (UA) protein in urine renal function tests; renal function panel liver (function) tests (LFT, liver panel, hepatic function panel) iron studies type & screen erythrocyte antibody)
PYRIMIDINE_5^NUCLEOTIDASE_DEFICIENCY_HEMOLYTIC_ANEMIA	pyrimidine 5' nucleotidase deficiency hemolytic anemia; P5N deficiency	(PERIPHERAL_BLOOD_SMEAR BASOPHILIC_STIPPLING)	(peripheral blood smear basophilic stippling)
CONGENITAL_HEART_DEFECT	congenital heart defect	(COMPLETE_BLOOD_COUNT HEMOGLOBIN_IN_BLOOD HEMATOCRIT IRON_STUDIES)	(complete blood count (CBC) hemoglobin (Hgb) in blood hematocrit (Hct) of blood iron studies)
EISENMENGER^S_SYNDROME	Eisenmenger's syndrome	(COMPLETE_BLOOD_COUNT HEMOGLOBIN_IN_BLOOD HEMATOCRIT IRON_STUDIES)	(complete blood count (CBC) hemoglobin (Hgb) in blood hematocrit (Hct) of blood iron studies)
MAY_HEGGLIN_ANOMALY	May-Hegglin anomaly	(COMPLETE_BLOOD_COUNT PERIPHERAL_BLOOD_SMEAR)	(complete blood count (CBC) peripheral blood smear)
COMPLETE_PURE_GONADAL_DYSGENESIS_46_XY_TYPE	complete pure gonadal dysgenesis 46,XY type; male-limited gonadal dysgenesis 46,XY (GDXYM)	(KARYOTYPING)	(karyotyping)
TURNER_SYNDROME	Turner syndrome (ovarian agenesis)	(KARYOTYPING)	(karyotyping)
OVARIAN_DYSGENESIS_2	ovarian dysgenesis 2; X-linked hypergonadotropic ovarian dysgenesis; hypergonadotropic ovarian failure due to ovarian dysgenesis	(FOLLICLE_STIMULATING_HORMONE_IN_SERUM)	(follicle-stimulating hormone (FSH) in serum)
OVARIAN_DYSGENESIS_1	ovarian dysgenesis 1; gonadal dysgenesis XX type; XX gonadal dysgenesis (XXGD); hereditary hypergonadotropic ovarian failure; hypergonadotropic ovarian dysgenesis with normal karyotype	(FOLLICLE_STIMULATING_HORMONE_IN_SERUM)	(follicle-stimulating hormone (FSH) in serum)
X_LINKED_ALPHA_THALASSEMIA_MENTAL_RETARDATION_SYNDROME	X-linked alpha-thalassemia/mental retardation syndrome (ATR-X syndrome)	(HEMOGLOBIN_ELECTROPHORESIS PERIPHERAL_BLOOD_SMEAR)	(hemoglobin electrophoresis peripheral blood smear)
INTRAMURAL_AORTIC_HEMATOMA	intramural aortic hematoma	(D_DIMER_IN_PLASMA)	(D-dimer in plasma (SimpliRED))
GASTROINTESTINAL_HEMORRHAGE	gastrointestinal hemorrhage	(TYPE&SCREEN CROSS_MATCH COMPLETE_BLOOD_COUNT PARTIAL_THROMBOPLASTIN_TIME ELECTROLYTES_IN_SERUM UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA LIVER_FUNCTION_TEST CALCIUM_IN_SERUM/PLASMA)	(type & screen crossmatch complete blood count (CBC) partial thromboplastin time (PTT) electrolytes in serum urea nitrogen in serum/plasma creatinine in serum/plasma liver (function) tests (LFT, liver panel, hepatic function panel) calcium (Ca+2) in serum/plasma/blood)
LOWER_GASTROINTESTINAL_HEMORRHAGE	lower gastrointestinal hemorrhage	(FECAL_OCCULT_BLOOD COMPLETE_BLOOD_COUNT IRON_BINDING_CAPACITY_IN_SERUM)	(fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure) complete blood count (CBC) iron-binding capacity in serum (TIBC))
UPPER_GASTROINTESTINAL_HEMORRHAGE	upper gastrointestinal hemorrhage	(UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA BUN/CREATININE_RATIO UREA_NITROGEN_IN_BLOOD)	(urea nitrogen in serum/plasma creatinine in serum/plasma urea nitrogen (BUN)/creatinine ratio urea nitrogen in blood; blood urea nitrogen (BUN))
CLINICAL_DEHYDRATION	clinical dehydration	(HEMATOCRIT PROTEIN_TOTAL_IN_SERUM SODIUM_IN_SERUM CREATININE_IN_SERUM/PLASMA BUN/CREATININE_RATIO UREA_NITROGEN_IN_BLOOD)	(hematocrit (Hct) of blood protein (total) in serum sodium (Na+) in serum creatinine in serum/plasma urea nitrogen (BUN)/creatinine ratio urea nitrogen in blood; blood urea nitrogen (BUN))
URTICARIAL_VASCULITIS	urticarial vasculitis	(COMPLEMENT_C3_IN_SERUM COMPLEMENT_C4_IN_SERUM CH50_ASSAY RENAL_FUNCTION_TEST URINALYSIS)	(complement C3 in serum complement C4 in serum CH50 Assay (serum) renal function tests; renal function panel urinalysis (UA))
ENDOCARDITIS	endocarditis	(COMPLETE_BLOOD_COUNT URINALYSIS BLOOD_CULTURE ANTIBIOTIC_SENSITIVITY MINIMAL_INHIBITORY_CONCENTRATION MINIMAL_BACTERICIDAL_CONCENTRATION SCHLICTER_TEST ERYTHROCYTE_SEDIMENTATION_RATE)	(complete blood count (CBC) urinalysis (UA) blood culture antibiotic sensitivity (Kirby-Bauer susceptibility testing) minimal inhibitory concentration (MIC) minimal bactericidal concentration (MBC) Slichter test erythrocyte sedimentation rate (ESR))
MYOCARDITIS	myocarditis	(CREATINE_KINASE_MB_IN_SERUM)	(creatine kinase MB (CKMB) in serum)
POLYMYOSITIS	polymyositis	(CREATINE_KINASE_IN_SERUM ANTI_JO1_IN_BODY_FLUID)	(creatine kinase (CK) in serum anti-Jo-1 in body fluid)
DERMATOMYOSITIS	dermatomyositis	(ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE CREATINE_KINASE_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM ALDOLASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM ALANINE_AMINOTRANSFERASE_IN_SERUM ARTERIAL_BLOOD_GAS NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM ANTI_JO1_IN_BODY_FLUID)	(elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) creatine kinase (CK) in serum lactate dehydrogenase (LDH) in serum fructose-1,6-diphosphate aldolase in serum aspartate aminotransferase (AST) in serum (SGOT) alanine aminotransferase (ALT) in serum (SGPT) arterial blood gas (ABG) nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum anti-Jo-1 in body fluid)
AMYOPATHIC_DERMATOMYOSITIS	amyopathic dermatomyositis; dermatomyositis-sine-myositis	(NUCLEAR_ANTIBODY_IN_BODY_FLUID CREATINE_KINASE_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM ALDOLASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM)	(nuclear antibody in body fluid creatine kinase (CK) in serum lactate dehydrogenase (LDH) in serum fructose-1,6-diphosphate aldolase in serum aspartate aminotransferase (AST) in serum (SGOT))
CHURG_STRAUSS_DISEASE	allergic angiitis & granulomatosis of Churg-Strauss	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE IGE_IN_SERUM SEROLOGY RHEUMATOID_FACTOR MYELOPEROXIDASE_ANTIBODY_IN_BODY_FLUID PANCA)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) IgE in serum serology rheumatoid factor (RF) myeloperoxidase antibody in body fluid pANCA (anti-myeloperoxidase, anti-leukocyte elastase))
MICROSCOPIC_POLYANGIITIS	microscopic polyangiitis	(PANCA URINALYSIS ERYTHROCYTE_SEDIMENTATION_RATE)	(pANCA (anti-myeloperoxidase, anti-leukocyte elastase) urinalysis (UA) erythrocyte sedimentation rate (ESR))
BEHCET_SYNDROME	Behcet syndrome	(ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE)	(elevated erythrocyte sedimentation rate)
ISOLATED_CENTRAL_NERVOUS_SYSTEM_VASCULITIS	isolated (primary) central nervous system vasculitis (angiitis)	(ERYTHROCYTE_SEDIMENTATION_RATE)	(erythrocyte sedimentation rate (ESR))
POLYMYALGIA_RHEUMATICA	polymyalgia rheumatica (PMR)	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE CREATINE_KINASE_IN_SERUM)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) creatine kinase (CK) in serum)
DRUG_RELATED_VASCULITIS	drug-related vasculitis	(ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE)	(elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR))
CRYOGLOBULINEMIA	cryoglobulinemia (cryoglobulinemic vasculitis)	(SERUM_PROTEIN_ELECTROPHORESIS RHEUMATOID_FACTOR HEPATITIS_PROFILE)	(serum protein electrophoresis (SPE) rheumatoid factor (RF) hepatitis profile (serology))
CRYOGLOBULINEMIA_TYPE_3	type 3 (mixed) cryoglobulinemia	(CRYOGLOBULINS_IN_SERUM/PLASMA SERUM_PROTEIN_ELECTROPHORESIS CH50_ASSAY ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR HEPATITIS_PROFILE)	(cryoglobulins in serum/plasma serum protein electrophoresis (SPE) CH50 Assay (serum) erythrocyte sedimentation rate (ESR) rheumatoid factor (RF) hepatitis profile (serology))
CRYOGLOBULINEMIA_TYPE_2	type 2 (mixed) cryoglobulinemia	(CRYOGLOBULINS_IN_SERUM/PLASMA SERUM_PROTEIN_ELECTROPHORESIS CH50_ASSAY ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR HEPATITIS_PROFILE)	(cryoglobulins in serum/plasma serum protein electrophoresis (SPE) CH50 Assay (serum) erythrocyte sedimentation rate (ESR) rheumatoid factor (RF) hepatitis profile (serology))
CRYOGLOBULINEMIA_TYPE_1	type 1 (monoclonal) cryoglobulinemia	(CRYOGLOBULINS_IN_SERUM/PLASMA SERUM_PROTEIN_ELECTROPHORESIS IMMUNOFIXATION_ELECTROPHORESIS COMPLEMENT_C3_IN_SERUM COMPLEMENT_C4_IN_SERUM)	(cryoglobulins in serum/plasma serum protein electrophoresis (SPE) immunofixation electrophoresis (IFE) complement C3 in serum complement C4 in serum)
HYDROXYAPATITE_DEPOSITION_DISEASE	hydroxyapatite deposition disease (basic calcium phosphate deposition disease)	(ELECTRON_MICROSCOPY)	(electron microscopy (EM))
CHONDROCALCINOSIS	chondrocalcinosis	(PHOSPHORUS_IN_SERUM CALCIUM_IN_SERUM/PLASMA MAGNESIUM_IN_SERUM COMPLETE_BLOOD_COUNT FERRITIN_IN_SERUM/PLASMA IRON_STUDIES IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM URIC_ACID_IN_SERUM THYROID_FUNCTION_TEST)	(phosphorus (inorganic phosphate) in serum calcium (Ca+2) in serum/plasma/blood magnesium (Mg+2) in serum complete blood count (CBC) ferritin in serum/plasma iron studies iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) uric acid in serum thyroid function test)
MILWAUKEE_SHOULDER_KNEE_SYNDROME	Milwaukee shoulder/knee syndrome	(WHITE_BLOOD_CELL_COUNT ELECTRON_MICROSCOPY)	(white blood cell count (WBC with WBC differential) electron microscopy (EM))
SPONDYLOARTHROPATHY	spondyloarthropathy (HLA B27-associated arthritis, seronegative spondyloarthropathy)	(ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM HLA_B27_QUALITATIVE)	(erythrocyte sedimentation rate (ESR) C-reactive protein (CRP) in serum HLA-B27 qualitative)
ENTEROPATHIC_ARTHRITIS	enteropathic arthritis	(25_HYDROXYVITAMIN_D_IN_SERUM)	(25-hydroxyvitamin D2/D3 (calcidiol/calcifediol) in serum)
REACTIVE_ARTHRITIS	reactive arthritis	(GENPROBE NEISSERIA_GONORRHOEAE_DNA CHLAMYDIA_TRACHOMATIS_DNA SEROLOGY HIV1_SEROLOGY SALMONELLA_ANTIBODY_IN_SERUM YERSINIA_ANTIBODY_IN_BODY_FLUID CAMPYLOBACTER_ANTIBODY_IN_SERUM NEISSERIA_ANTIBODY CULTURE THROAT_CULTURE PROTEIN_IN_URINE URINALYSIS WHITE_BLOOD_CELL_COUNT)	(Chlamydia trachomatis/Neisseria gonorrhoeae DNA by PCR (GenProbe, Amplicor) Neisseria gonorrhoeae DNA Chlamydia trachomatis DNA serology HIV1 serology; HIV1 antibody (HIV1 EIA/ELISA, immunoblot) Salmonella antibody in serum Yersinia antibody in body fluid Campylobacter antibody in serum Neisseria antibody culture throat culture protein in urine urinalysis (UA) white blood cell count (WBC with WBC differential))
REITER^S_SYNDROME	Reiter's syndrome	(ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE CULTURE)	(elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) culture)
INFECTIOUS_ARTHRITIS	infectious arthritis (septic arthritis)	(SYNOVIAL_FLUID_CELL_COUNT CELL_COUNT WHITE_BLOOD_CELL_COUNT CULTURE&SENSITIVITY GLUCOSE_IN_SERUM/PLASMA GLUCOSE_IN_SYNOVIAL_FLUID GLUCOSE_IN_SERUM/PLASMA_FASTING MICROSCOPY COMPLETE_BLOOD_COUNT BLOOD_CULTURE THROAT_CULTURE WOUND_CULTURE)	(synovial fluid cell count cell count white blood cell count (WBC with WBC differential) culture & sensitivity (C&S) glucose in serum/plasma glucose in synovial fluid glucose in serum/plasma fasting microscopy complete blood count (CBC) blood culture throat culture culture of wound)
INFECTIOUS_ARTHRITIS_IN_THE_ELDERLY	infectious arthritis in the elderly	(COMPLETE_BLOOD_COUNT WHITE_BLOOD_CELL_COUNT ERYTHROCYTE_SEDIMENTATION_RATE)	(complete blood count (CBC) white blood cell count (WBC with WBC differential) erythrocyte sedimentation rate (ESR))
INFECTED_PROSTHESIS	infected prosthesis	(ERYTHROCYTE_SEDIMENTATION_RATE CULTURE)	(erythrocyte sedimentation rate (ESR) culture)
FUNGAL_ARTHRITIS	fungal arthritis	(CULTURE)	(culture)
TUBERCULOUS_ARTHRITIS	tuberculous arthritis	(MYCOBACTERIAL_CULTURE POLYMERASE_CHAIN_REACTION)	(Mycobacterium & acid-fast bacterium (AFB) culture polymerase chain reaction (PCR))
OSTEOARTHRITIS	osteoarthritis (OA)	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE URINALYSIS WHITE_BLOOD_CELL_COUNT)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) urinalysis (UA) white blood cell count (WBC with WBC differential))
INFLAMMATORY_EROSIVE_OSTEOARTHRITIS	inflammatory erosive osteoarthritis	(ERYTHROCYTE_SEDIMENTATION_RATE)	(erythrocyte sedimentation rate (ESR))
RHEUMATOID_ARTHRITIS	rheumatoid arthritis (RA)	(SEROLOGY RHEUMATOID_FACTOR NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM CYCLIC_CITRULLINATED_PEPTIDE_ANTIBODY ANTI_KERATIN_ANTIBODY ANTI_PERINUCLEAR_FACTOR_ANTIBODY ANTI_RA33 ANTI_RHEUMATOID_ARTHRITIS_NUCLEAR_ANTIGEN SYNOVIAL_FLUID_ANALYSIS WHITE_BLOOD_CELL_COUNT GLUCOSE_IN_PLEURAL_FLUID ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM PROTEIN_ELECTROPHORESIS COMPLETE_BLOOD_COUNT PERIPHERAL_BLOOD_SMEAR IRON_STUDIES TRANSFERRIN_SATURATION_IN_SERUM/PLASMA IRON/TOTAL_IRON_BINDING_CAPACITY_IN_SERUM IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM LIVER_FUNCTION_TEST CREATININE_IN_SERUM/PLASMA ELECTROLYTES_IN_SERUM 25_HYDROXYVITAMIN_D_IN_SERUM URINALYSIS STOOL_GUAIAC)	(serology rheumatoid factor (RF) nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum cyclic citrullinated peptide antibody (anti-citrulline antibody, anti-CCP, ACA-IgG) anti-keratin antibody anti-perinuclear factor antibody anti-RA33 anti-rheumatoid arthritis-associated antigen (RANA) synovial fluid analysis white blood cell count (WBC with WBC differential) glucose in pleural fluid erythrocyte sedimentation rate (ESR) C-reactive protein (CRP) in serum protein electrophoresis complete blood count (CBC) peripheral blood smear iron studies transferrin saturation in serum/plasma iron/total iron binding capacity in serum iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) alkaline phosphatase (ALP) in serum liver (function) tests (LFT, liver panel, hepatic function panel) creatinine in serum/plasma electrolytes in serum 25-hydroxyvitamin D2/D3 (calcidiol/calcifediol) in serum urinalysis (UA) stool guaiac)
RHEUMATOID_ARTHRITIS_IN_THE_ELDERLY	rheumatoid arthritis in the elderly	(ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR)	(erythrocyte sedimentation rate (ESR) rheumatoid factor (RF))
FELTY^S_SYNDROME	Felty's syndrome	(COMPLETE_BLOOD_COUNT SEROLOGY RHEUMATOID_FACTOR NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM CH50_ASSAY BONE_MARROW_BIOPSY)	(complete blood count (CBC) serology rheumatoid factor (RF) nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum CH50 Assay (serum) bone marrow biopsy)
LARGE_GRANULAR_LYMPHOCYTE_SYNDROME	large granular lymphocyte syndrome (LGLS, LGL)	(PERIPHERAL_BLOOD_SMEAR)	(peripheral blood smear)
LIMBIC_ENCEPHALITIS	limbic encephalitis	(CEREBROSPINAL_FLUID_ANALYSIS)	(cerebrospinal fluid analysis)
VIRAL_ENCEPHALITIS	viral encephalitis	(CEREBROSPINAL_FLUID_ANALYSIS CEREBROSPINAL_FLUID_CULTURE HERPES_SIMPLEX_VIRUS_DNA POLYMERASE_CHAIN_REACTION SEROLOGY PROTEIN_IN_CSF GLUCOSE_IN_CSF VIRAL_CULTURE ELECTRON_MICROSCOPY)	(cerebrospinal fluid analysis culture of cerebrospinal fluid (CSF) herpes simplex virus DNA polymerase chain reaction (PCR) serology protein in cerebrospinal fluid (CSF) glucose in CSF viral culture electron microscopy (EM))
HERPES_SIMPLEX_ENCEPHALITIS	Herpes Simplex Encephalitis	(CEREBROSPINAL_FLUID_ANALYSIS LYMPHOCYTES_IN_CSF PROTEIN_IN_CSF ERYTHROCYTES_IN_CSF HERPES_SIMPLEX_VIRUS_DNA)	(cerebrospinal fluid analysis lymphocytes in CSF protein in cerebrospinal fluid (CSF) erythrocytes in CSF herpes simplex virus DNA)
ST_LOUIS_ENCEPHALITIS	St. Louis encephalitis	(COMPLETE_BLOOD_COUNT SEROLOGY)	(complete blood count (CBC) serology)
CARCINOMATOUS_MENINGITIS	carcinomatous meningitis (leptomeningeal metastases)	(PROTEIN_IN_CSF GLUCOSE_IN_CSF)	(protein in cerebrospinal fluid (CSF) glucose in CSF)
BACTERIAL_MENINGITIS	bacterial meningitis	(CULTURE WHITE_BLOOD_CELL_COUNT GLUCOSE_IN_CSF BLOOD_CULTURE CH50_ASSAY PROCALCITONIN_IN_SERUM PROTEIN_IN_CSF C_REACTIVE_PROTEIN_IN_SERUM)	(culture white blood cell count (WBC with WBC differential) glucose in CSF blood culture CH50 Assay (serum) procalcitonin in serum protein in cerebrospinal fluid (CSF) C-reactive protein (CRP) in serum)
TUBERCULOUS_MENINGITIS	tuberculous meningitis	(WHITE_BLOOD_CELL_COUNT PROTEIN_IN_CSF GLUCOSE_IN_CSF)	(white blood cell count (WBC with WBC differential) protein in cerebrospinal fluid (CSF) glucose in CSF)
GLOMERULONEPHRITIS	glomerulonephritis (GN, nephritic syndrome)	(URINALYSIS ERYTHROCYTE_CAST UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA COMPLETE_BLOOD_COUNT 24_HOUR_URINE CREATININE_CLEARANCE BLOOD_CULTURE SEROLOGY ANTI_STREPTOLYSIN_O_IN_BODY_FLUID DEOXYRIBONUCLEASE_ANTIBODY NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTI_DSDNA_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM COMPLEMENT_C3_IN_SERUM COMPLEMENT_C4_IN_SERUM CH50_ASSAY HEPATITIS_B_SEROLOGY HEPATITIS_C_SEROLOGY ANTI_NEUTROPHIL_CYTOPLASMIC_ANTIBODY ANTI_GLOMERULAR_BASEMENT_MEMBRANE_ANTIBODY CRYOGLOBULINS_IN_SERUM/PLASMA HIV1_SEROLOGY)	(urinalysis (UA) erythrocyte cast (RBC cast) urea nitrogen in serum/plasma creatinine in serum/plasma complete blood count (CBC) 24 hour urine creatinine clearance blood culture serology anti-streptolysin O in body fluid deoxribonuclease antibody (anti-DNAse) nuclear antibody in body fluid anti-dsDNA in body fluid anti-nuclear antibody (ANA) in serum complement C3 in serum complement C4 in serum CH50 Assay (serum) hepatitis B virus (HBV) serology hepatitis C virus (HCV) serology anti-neutrophil cytoplasmic antibody (ANCA) anti-glomerular basement membrane (GBM) antibody cryoglobulins in serum/plasma HIV1 serology; HIV1 antibody (HIV1 EIA/ELISA, immunoblot))
IMMUNOTACTOID_GLOMERULONEPHRITIS	immunotactoid glomerulonephritis	(URINALYSIS PROTEIN_IN_URINE)	(urinalysis (UA) protein in urine)
FIBRILLARY_GLOMERULONEPHRITIS	fibrillary glomerulonephritis	(URINALYSIS PROTEIN_IN_URINE)	(urinalysis (UA) protein in urine)
LUPUS_NEPHRITIS	lupus nephritis	(ANTI_DSDNA_IN_BODY_FLUID CH50_ASSAY URINALYSIS ERYTHROCYTE_CAST GRANULAR_CAST)	(anti-dsDNA in body fluid CH50 Assay (serum) urinalysis (UA) erythrocyte cast (RBC cast) granular cast)
IGA_NEPHROPATHY	IgA nephropathy; focal glomerulonephritis; Berger's disease	(URINALYSIS LIGHT_MICROSCOPY ERYTHROCYTE_CAST IGA_IN_SERUM COMPLETE_BLOOD_COUNT)	(urinalysis (UA) light microscopy erythrocyte cast (RBC cast) IgA in serum complete blood count (CBC))
INCLUSION_CONJUNCTIVITIS	inclusion conjunctivitis	(GENPROBE)	(Chlamydia trachomatis/Neisseria gonorrhoeae DNA by PCR (GenProbe, Amplicor))
ORBITAL_CELLULITIS	orbital cellulitis	(COMPLETE_BLOOD_COUNT CULTURE)	(complete blood count (CBC) culture)
OPHTHALMIA_NEONATORUM	ophthalmia neonatorum	(CULTURE)	(culture)
HERPES_SIMPLEX_KERATITIS	Herpes simplex keratitis; dendritic keratitis	(VIRAL_CULTURE HERPES_SIMPLEX_VIRUS_DNA)	(viral culture herpes simplex virus DNA)
